n_bootstrap,k_perc,week,wis_adaptive_ensemble2,wis_original_ensemble2,wis_rel_original2
0,15,2025-03-08,3237.550104449626,3399.268236578182,0.9524256043143724
0,15,2025-03-15,2483.2956096723456,2673.821546155194,0.9287439594625101
0,15,2025-03-22,1881.369140128949,2105.8047852120076,0.8934204886135906
0,15,2025-03-29,1433.961131708712,1674.8431929066332,0.856176349990187
0,15,2025-04-05,1157.3400680284585,1373.4654413237092,0.8426422924140305
0,15,2025-04-12,1005.1184957324259,1180.3548927643233,0.8515392293401658
0,15,2025-04-19,938.3557265867481,1068.505856237248,0.8781942757816745
0,15,2025-04-26,898.0708252634489,985.4794927131933,0.9113034131140635
0,15,2025-05-03,838.8673197593571,898.4576076713778,0.933674903074763
0,15,2025-05-10,815.4324561394227,859.4871515746861,0.9487430436225256
0,15,2025-05-17,807.3721488202449,839.3829232045381,0.9618639199114456
0,15,2025-05-24,842.6953959189375,868.5625442106866,0.9702184391162572
0,25,2024-11-30,7653.995101754925,8059.021097013888,0.9497425319547758
0,25,2024-12-07,8125.071559371821,8217.24843648712,0.9887825130482846
0,25,2024-12-14,8408.954782369732,8370.062533978758,1.0046465899427977
0,25,2024-12-21,8972.015534690838,8533.872453316377,1.0513416486795737
0,25,2024-12-28,9511.547941658353,8743.795070724873,1.087805451148323
0,25,2025-01-04,9502.7612192922,8938.832174999454,1.0630875525183223
0,25,2025-01-11,9242.155578400067,8847.9558052144,1.044552638130646
0,25,2025-01-18,9404.938327646449,8930.707549576666,1.053101142931532
0,25,2025-01-25,9435.182862667394,8915.688888232493,1.0582673959295017
0,25,2025-02-01,9052.50383385206,8575.64623506543,1.0556060249823251
